,content
3119,"alem de feia muito mais véia que ele,  deve ser podre de rica só pode........"
3120,"As gurias que não viraram famosas, simplesmente não aceitaram a proposta, porque valorizavam mais a sua dignidade que uma carreira. As que são hoje famosas que não tinham escrúpulos para alcançar o que desejavam, agora vem posar de vítimas inocentes.Quando o diretor chamou para ""jantar"" a pobrezinha não sabia que ia pra cama, mas mesmo intempestivamente aceitaram (nem sabiam o que era um Pê-nis, pobrezinhas)."
3122,E quem não tem a coragem de pagar um plano de saúde para a avó.
3123,Por que não fazem um comparativo na área de humanas? Por que acham que mulher ganha menos do que homem? Homem procura profissões que dão dinheiro. Mulheres procuram profissões que geram mimimi. Simples.
3124,nem falou a causa da morte ....
3126,"Jout Jout Linda e maravilhosa !!! Sabe pq isso ? Pq esses filha da mãe acha mais bonito um corpo que um cérebro ! É claro, vamos namorar gostosas burras e interesseiras !!! Queria pedir por gentileza que antes de sair falando de uma pessoa, que se linha no lugar ! Olha esses comentários,  vcs gostariam de receber tudo isso ? Jout é uma pessoa com sentimentos. Jout é um gênio, e não precisa de ""cabeças"" vazias que só querem beleza. Jout é linda do jeito que ela é !"
3127,Ermiome.
3128,Pensei isso tb
3130,Ela deve ter batido a cabeça em algum lugar
3131,Venderlengo isso é nome ou palavrão?vá sentar no colo do bozomiliciano e da uma reboladinha .
3132,"Hahahahahaha. Cadeia por selinho, mas liberdade para corrupto. Sei..."
3134,"só pra completar o Raciocínio do Isac lá no inicio, nem de prestobarba elas precisam kkkkkkkkk"
3139,Eu concordo com o Ricardo Vilai. A mulher começou com esta parada de academia e não quer parar mais.
3141,"Após as mulheres lerem a reportagem, todas vão fazer CIÊNCIAS EXATAS por prazer, desejo e vocação. Essas mulheres com suas múltiplas facetas são incríveis."
3142,"É ""pra rir muito"" duma matéria dessa...(kkkkkkkkkkkkkkkkkk). Quer dizer que a gente tem de achar todas as pessoas bonitas né??? Faça-me o favor!!! PARABÉNS PRESIDENTE, dá mole para esses caras que acham que o nosso país ainda está naquele ""tempo colônia"". Aaah, já estava esquecendo: EITA MULHER FEIA essa do Macron."
3143,"Quanta vontade de aparecer, melancia no pescoço não resolve mais."
3145,"Antes do feminismo, os homens tiravam os chapéus para as mulheres levantavam-se quando chegava uma mulher abriam a porta do carro para elas namoro era em frente ao portão, no máximo mão na mão e o primeiro beijo muito tempo depois nas horas de tragédias: ""mulheres e crianças primeiro!"" a prostituição não era tão escancarada mulheres que queriam mais respeito cobriam ainda mais o corpo homens não tiravam nem a camisa em frente a elas viúvas ficavam um ano de luto etc etc. Hoje elas lutam contra tudo isso."
3146,a velha é feia sim
3149,"Neste caso as f3m1nazis dizem que é Women Power, aí pode sem pobrema nenhum. "
3150,"Mais queixas, quem sabe faz a hora, não espera acontecer."
3151,"Na pedreira que presto serviço 99% dos funcionários são homens, é o maior preconceito contra as mulheres."
3152,mas entrar no motel com desconhecido entra ne?
3153,"A MULHER CONTINUA VÍTIMA DE MACHISMO ATÉ OS DIAS DE HOJE... QUALQUER HOMEM PODE TIRAR A BLUSA E MOSTRAR OS PElTIlNHOS NO MEIO RUA, E NINGUÉM FALARA NADA, MAS A MULHERES CONTINUAM ESCRAVAS DOS HOMENS É ISSO QUE ELAS QUEREM  SEMPRE VÃO TER QUE ESCONDER OS MAMlLOS PORQUE ELAS SÃO E SEMPRE SERÃO SUBMISSAS AO MACHISMO E AOS HOMENS, ELAS MERECEM SÃO COVARDES E POR ISO SE COBREM COM AQUELES TRAPOS RIDÍCULOS.. MELDELS QUANTAS VERDADE EU DISSE AÍ EM CIMA. "
3157,Elas precisam de ferias kkkkkk
3159,"Quero ver as Top model negarem desfiles para os homens ganharem o mesmo cachê, ou a atrizes pornos tb....."
3160,"Já que eles estão prestar a perder tudo e não pode levar junto quem criou as leis que condenam apenas os homens,  eles levam junto quem o quer destruir inserindo do homem vou morrer então a gente morre junto."
3164,Imagine sem...
3166,"Putz é bonita, mas nem tanto assim! Eu que sou pobre pego melhor, imagina ele que é rico kkkkkk"
3167,Feminismo é a desgraça do mundo moderno.
3168,"ESSE MUNDO ESTA FICANDO MUITO SEM GRAÇA. NEM PODER CANTAR UMA MULHER, É MAIS POSSÍVEL??? VAI TER QUE PEDIR LICENÇA???"
3171,Cada um tem a blogueira q merece...
3173,"Curioso. Em momento algum a Carol usou a palavra assédio. Muito menos denunciou algo. Apenas  publicou a entrevista e disse que se sentir desconfortável nela, simples.  Tinha que ser a Globo para escrever besteira."
3174,Isso foi uma piada que viralizou. Agora sabe o que não é piada? Que não existem feministas no Egito e nesses países. Por que será que elas não reclamam do machismo de lá? rs
3176,Que otária....
3177,"Vai começar, Quem matou Marielle?"
3181,"pela cara dela devia ta gostando, agora inventa essa pra chamar a atenção "
3183,"É por coisas desse tipo, que crianças da Coréia do Sul, Japão, Cingapura, etc entendem mais de física e matemática que os alunos de engenharia nas nossas faculdades. "
3187,"Parece um babuíno de peruca... é sério, sem maldade, mas eu até pesquisei aqui. Ta igualzinho misericórdia... que dó"
3188,Resposta simples!!!NÂO
3190,"E , pracabá de ferrá tudo , a dona JUSTIÇA tá sempre a favor dela mesmo estando mentindo . Ela é a ""vítima"" de uma sociedade patriarcal/machista que a milênios escraviza , humilha e subjuga ""mulheres"" , entendeu ?"
3191,"Isso é ser Mulher, isto é ser inteligente.....garanto que nenhum homem abusou ou a desrespeitou."
3192,Melhor do que casar com vc Maria sua faxineira
3193,"cérebro tem sexo?, corpo tem sexo definido, absurdo cada comentário que fazem"
3194,Chegar numa mulher hoje é estupro....vou colocar até venda para nao olhar...olha também é considerado estupro!
3198,"Editora globo esquerda, feminista lgbt. O câncer do Brasil. "
3199,"A tristeza que acomete qualquer pessoa séria ao ver essa notícia é grande. Já pensaram como essas crianças veem os próprios pais? São ensinadas desde cedo na cartilha sexista do feminismo, de modo que podem surgir traumas jamais recuperáveis. Não aprendem o amor, aprendem a revolta, a misandria. Quando VOCÊ homem for vítima de alienação parental, quem sabe acorda para o que o feminismo vem destruindo no mundo. Mas talvez seja tarde demais, como na Suécia. Acordem, homens. Vamos lutar por AMOR. Ou o feminismo vai destruir nossos filhos e o direito que temos de amá-los."
3200,"é logico que o abuso comprovado, tem que se punido. mas fica bastante claro também, que existem denuncias descabidas ou que querem se aproveitar de algum famoso por exemplo.isso esta levando, a que o macho, fique com receio de se aproximar da fêmea. e daqui a pouco elas vão reclamar, porque estará faltando""cantadas""."
3203,E não faço parte da meia duzia de brasileiro que enviaram mensagem para Brigitte Macron . Não sou falso: ele é feia mesmo.
3205,A tecnologia abre novos espaços e a idiotice vai junto ...
3209,A vá. Não negue que ficou curioso.
3211,"Se eu fosse denunciar o comportamento estranho de algumas mulheres em ônibus e metro, haja delegacia ! kkkk"
3212,MACHO PRA CACETE
3213,Mulheres e feias
3214,Vai ver que ele queria só dar um retoque.
3216,Essa mulher lembra a Mulher do Nazareno... Tá com pena? Leva ela pra você. 
3217,"O Feminismo está fadado ao fracasso , isso porque DESAFIA E SUBJUGA a inteligência masculina . O que falta hoje são leis e políticas exclusivas para defender os homens da misandria feminazista ... "
3218,"Mas que chororô!!! Acho que nunca havia lido tanta bobagem em uma reportagem. Se eu que nasci em uma favela, de família simples, prestei vestibular engenharia e passei para faculdade pública, fiz concurso público e passei para empresa pública... por que uma menina educada em uma família com muito mais condições do que eu não conseguiria? Puro comodismo, falta de interesse e etc... "
3222,Verdade...ficam dando idéia.
3223,A Bruxa do 71 perde  de goleada pra ela.
3225,"Eu ia falar mau da França, mas quando eu vi a mulher do Macron resolvi deixar pra lá "
3230,Alguem ja denunciou as apresentadoras de tv qdo saiam agarrando os caras e beijando para causar?!?
3231,"Discordo que este pensamento seja tão atual nos dias de hoje, com certeza nem tudo são flores, mas não dá pra comparar com uma época que a mulher só tinha escolha de se casar ou virar freira. Naqueles tempos o mundo era muito mais machista que hoje, quem desdenhava a mulher no século XX eram os intelectuais, quem faz isto nos dias de hoje são os perdedores da sociedade, alcoólatras principalmente. Vocês mulheres podem não concordar com o que eu disse e dizer que hoje está ruim ainda, mas eu digo que está ruim para todos, isto aqui é Brasil..."
3234,tipo os machistas.
3235,PARABENS OK?QUE COISA FÉIA  /PEDE A SEPARAÇÃO E SIGA SUA VIDA COM CARINHO E AMOR/SEXO E BOM /MAIS O AMOR A DEUS E MUITO MAIOR/
3236,O feminismo acaba na hora de pagar a conta do motel..
3239,"E homens são minoria em enfermagem, psicologia, nutrição, moda, etc...qual o problema nisso?"
3241,Pra mim o melhor movimento feminista ainda é o do quadril.
3242,A mulher tem mais é que fazer o que gosta. O pior tipo de mulher é aquela que não gosta de  transar e arruma desculpa. eu garanto que todo homem gosta de uma aventura  com outras mulheres isto é da nossa natureza e não deixamos de amar a parceira por isso.
3246,Petra é de uma enorme ignorância (burrice)!
3247,"Está, porque se ela fosse jornalista de verdade saberia conduzir a entrevista e cortar as brincadeiras do cara. Tanto que ela não tinha controle da situação que o Vin interrompeu três vezes."
3248,Né?! É muito vitimismo....
3249,"O sonho da Damares é que alguém pegue ela, mas ninguém encara, daí o recalque!"
3257,kkkkkkkkkk cuzion
3260,Homem que bate em mulher é porque tem pinto pequeno!
3264,Culpa daquele funk. Quem disse que um tapinha não dói?
3265,ativistas acabaram com a carreira do ator josé mayerativistas acabaram com a carreira de Marcius MelhemE agora tentam acabar com a carreira do robinhoMas o tra veco que estuprou e matou o menino passam o pano.Porque?
3267,"Quem? Geladeira, simples assim."
3268,"A vida eh feita de escolhas, ele fez a dele, ela fez a dela"
3270,"Depois que falaram tanto, fui ver o video da entrevista e concluí:1. O Cara estava meio chapado por dois motivos: Não conseguia seguir uma linha de raciocínio clara e achou ela linda.! Já mostra que o cara não estava normal mesmo!2. O jeitão dele é este mesmo, é famoso, quando era adolescente fazia parte de gangue, acho que foi até muito educado, galanteador do jeito dele! Ela aproveitou, marketeira que é, e fez render até virar trend! Não é isto que blogueiro sonha?"
3272,parabéns  Catherine !!!!  por  não se  enquadrar  na  ONDA  ESQUERDOPATA POLITICAMENTE  CORRETA  BOLIVARIANA VERMELHA !!!!
3273,"Essa carta representa a maioria tanto entre homens como mulheres. Quando o cara marca presença, elogia, insiste, está só fazendo uma dança de acasalamento imposta há milênios pela sociedade. Querer extinguir isso é abrir precedentes pra extinção da raça humana, já que as mulheres não vão se dispor à conhecer um cara de outra forma. O interessante é que o aumento da força desse discurso feminista tem coincidido com o aumento da homossexualidade. Será por falta de opção ou atitude? Pensemos!"
3275,"Um rapaz que pretensamente ""buliu"" com uma ""inocente cachaceira"" é mais criminoso que batisti que matou dezenas de pessoas e foi protegido pelo desgoverno de esquerda do Brasil. Os seus tontos eleitores nunca questionaram, porque acham certo. Tudo que a mídia escreve, podem ler ao contrário que estarás certo"
3277,Q isso Macron ? Kkkkkkkkkkkkkkkkkkkl
3278,"Ei VINICIUS, machinho beta que aponta o dedo pra outros homens e sabota os interesses do próprio gênero: ATÉ AS FEMINISTAS ZOAM CARAS COMO TU, CHAMAM DE ESQUERDOMACHOS E FAZEM CHACOTAS. A sua orientação sexual está explícita no seu comentário..."
3279,"Que coisa mais feia ficarem ofendendo a senhora. Que ela tem cara de maracujá de gaveta? Sim, e daí? Que ela de longe parece um dragão e de perto parece que tá longe? Sim, e daí? E parece que ela foi pisoteada pela extinta manada de girafas e hipopótamos amazônicos? Sim, e daí? Vocês precisam aprender a respeitar as pessoas, mesmo que sejam mais feias que um acidente de trânsito."
3280,"MaxyZ, eu cogitei isso, apesar que sua estatística, ainda que fictícia, não chega nem perto da realidade, especialmente após a divulgação da queda na taxa de homicídios no Brasil. A questão é que certos tipos de crimes são sensíveis à mídia, e muitos criminosos buscam inspiração na divulgação excessiva desses crimes, geralmente com objetivos midiáticos (caso do sequestrador do ônibus no RJ, que queria se tornar ""famoso""). Soma-se a isso o fato de que boa parte dos homens que matam mulheres geralmente se matam logo em seguida, então, na minha opinião, ficar batendo nessa tecla de feminicídio PODE estimular esse tipo de crime, e a mídia é conivente com isso. Tanto que existe um acordo tácito de não divulgação de suicídios, porque há um receio de que a notícias relatando esse tipo de ato possam estimular outras pessoas a praticá-lo também."
3282,"Esqueceram  de explicar qeu tudo isso existe por falta de itneresse das mulehres!  Só olhar o númeor de cadidatos pro vaga nos vestibulares de engenharias mecania e elétrica em uma ferderal. Tem  50 homens se candidatando pra cada mulher se candidatando. Nào é só os homens que tem preconecito, as mulheres  elas mesmas tem muito   auto preconceito contra essa área."
3284,"O mimimi de sempre... Sabe por que mulheres são minoria ??Porque esses cursos não são de interesse da maioria das mulheres, não existe preconceito nenhum, o que existe é um desinteresse por grande parte do publico feminino por esses cursos."
